ad_url;price;size_room;size_wg;area;street_address;full_address;lat_lng
"<a href=""/wg-zimmer-in-Berlin-Berlin.8393753.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/d30aca52516a7b1d4eced3eb99923194e959ad6f7d20fde5cb47562a77842889_126807999_189264536143861_1774760851688932179_n.small.jpg);""></a>";550;26.0;5;;SeelowerStrasse;SeelowerStrasse  Berlin;(52.5519218, 13.4106076)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.4759005.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/06/0de7ae15d9f5afc5ed4ef118c6484dfbf368516b2a5b10f07bbea4cbc4ba2bfd_ku_che.small.jpg);""></a>";400;17.0;2;Friedrichshain;Erich-Boltze-Str.16;Erich-Boltze-Str.16 Friedrichshain Berlin;(52.53201, 13.4437101)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8396128.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";505;21.0;4;PrenzlauerBerg;Eugen-Schoenhaarstrasse3;Eugen-Schoenhaarstrasse3 PrenzlauerBerg Berlin;(52.5362646, 13.434865)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8396229.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/891b7b0b244ebf9ae8f92524672061610c0349a6d46c0352dd458f691d9db147_zim01.small.jpg);""></a>";500;22.0;2;Wedding;Schulstr.;Schulstr. Wedding Berlin;(52.5502975, 13.3652958)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.8395967.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/07c084a69b2daff748c268e6f11910d84e1d9f94063f00edf1de3ca5cabd1d4a_IMG_20201126_WA0004.small.jpg);""></a>";260;11.0;4;Tempelhof-Schoeneberg;Schmiljanstrasse13;Schmiljanstrasse13 Tempelhof-Schoeneberg Berlin;(44.5637924, 15.320403)
"<a href=""/wg-zimmer-in-Berlin-Spandau.7414761.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/1019b1184eb87137c9ad8cc762b309d8abdbd4bb5e74c6c24fbea7d35c7216a3_160615555116916999633.small.JPEG);""></a>";360;20.0;5;Spandau;Betckestrasse;Betckestrasse Spandau Berlin;(52.521076, 13.2021107)
"<a href=""/wg-zimmer-in-Berlin-Tegel.8396108.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/d669c7d73f1c759fb61a85cc5abb81bd9d8fbfb716fb49756e8f551551de09a5_photo_2020_11_26_17_27_15.small.jpg);""></a>";420;16.0;2;Tegel;Egellsstrasse16;Egellsstrasse16 Tegel Berlin;(51.72746, 11.1324417)
"<a href=""/wg-zimmer-in-Berlin-Reinickendorf.8253233.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/36/e54e726220ab496cdb4179afec0259f95302ef26125201ff22859f0e70840a52_Zimmer_1__1_.small.jpg);""></a>";421;23.0;2;Reinickendorf;General-Woyna-Strasse;General-Woyna-Strasse Reinickendorf Berlin;(52.5692271, 13.3154099)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.7810240.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/04/750d5315552caa129f02c359a5cd4ee72fe627b2fa44984119acc8364fe8ff2f_20191105_120701.small.jpg);""></a>";518;25.0;3;PrenzlauerBerg;xxxstr.123;xxxstr.123 PrenzlauerBerg Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.7861191.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/0f079c8ff45eb09231b8721be5913904113a98df2766f70b6784110241f48680_160079240219619650575.small.JPEG);""></a>";430;17.0;2;Steglitz;Kniephofstr.3a;Kniephofstr.3a Steglitz Berlin;(52.46008, 13.330452)
"<a href=""/wg-zimmer-in-Berlin-Mahlsdorf.7113155.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/03/922e358880d60316bd649dbd60ffab670829b8ee8af7c410320a43a7cc975ffa_GZ1_DSC05541.small.JPG);""></a>";506;20.0;2;Mahlsdorf;Bausdorfstrasse00;Bausdorfstrasse00 Mahlsdorf Berlin;(52.51274040000001, 13.5969887)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8336466.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/42/5fbae96dfce6936fde9b44a56753e22e79179e341566acf22cfd87e9a0f2aa27_160337358548848841092.small.JPEG);""></a>";430;18.0;3;Wedding;TurinerStrasse,47;TurinerStrasse,47 Wedding Berlin;(52.55121, 13.35537)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.4142538.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2015/52/896dd5f341425380_img_20151229_135020793.small.jpg);""></a>";375;18.0;3;Neukoelln;BraunschweigerStrasse;BraunschweigerStrasse Neukoelln Berlin;(52.4713484, 13.4487182)
"<a href=""/wg-zimmer-in-Berlin-Britz.7644465.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/41/2de4fe1f98d11c10d9348c677b3355b5c5abb45432e18ac7f273afa7ed337ee9_DSC08205.small.JPG);""></a>";300;9.0;3;Britz;ParchimerAllee37;ParchimerAllee37 Britz Berlin;(52.44524999999999, 13.45409)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.4022868.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/b3484f5fde492154373fa3e2d32eccee1877be0eac4d4e60d7afa500ebdf6e19_20201120_094340.small.jpg);""></a>";415;24.0;3;Friedrichshain;StrausbergerPlatz;StrausbergerPlatz Friedrichshain Berlin;(52.5182244, 13.4279517)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7652983.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/42/461cc7e6e9a4de09a51a2967e55048495c196897daea36441566f831440e86e5_72754300_1134271366764203_4424079033734529024_n_Kopie.small.jpg);""></a>";450;24.0;3;Friedrichshain;Knorrpromenade8;Knorrpromenade8 Friedrichshain Berlin;(52.509217, 13.4625203)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8396078.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";290;12.0;3;Neukoelln;Sonnenallee;Sonnenallee Neukoelln Berlin;(52.4797236, 13.4446323)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8396063.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/1f1f435e4d198b8dafd50a454dbfc6957930124c6baa83d78f173bf857c87e9c_IMG_0022.small.jpg);""></a>";870;24.0;2;Friedrichshain;LibauerStrasse;LibauerStrasse Friedrichshain Berlin;(52.50930349999999, 13.4541194)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8396055.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";460;18.0;3;Neukoelln;Sonnenallee;Sonnenallee Neukoelln Berlin;(52.4797236, 13.4446323)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof.7468597.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/30/d53970692b1a90f47bc284c935051c47302fd33787e48078df757051e15a60bd_156465524024724763409.small.JPEG);""></a>";525;20.0;2;Tempelhof;Albrechtstr.102;Albrechtstr.102 Tempelhof Berlin;(52.4613602, 13.3776093)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8393071.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/6948ce34975ac675042b3a7d8abfa5289da0f68b786e71f9265e1ff1e57ad214_IMG_6712.small.JPG);""></a>";650;25.0;2;;Graefestrasse;Graefestrasse  Berlin;(52.4916955, 13.4167273)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8395887.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/942174f1c5a5209549965223ce40b2c9559736d5fa433fca67edc63b50f9766d_DSC_0259.small.JPG);""></a>";270;10.0;3;Friedrichshain;Bossestr.4;Bossestr.4 Friedrichshain Berlin;(52.49979, 13.46038)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.5663660.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2016/28/732392cc56636600_img_5618.small.jpg);""></a>";390;22.0;3;Neukoelln;EmserStrasse;EmserStrasse Neukoelln Berlin;(52.496037, 13.3199547)
"<a href=""/wg-zimmer-in-Berlin-Mitte.7980529.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/18/dbff0c1ddf1ec61dc7021d5aea92731152682cb4b49a5ac996877e1de4d2b74c_IMG_0213.small.JPG);""></a>";500;28.0;3;Mitte;NeueHochstrasse54;NeueHochstrasse54 Mitte Berlin;(52.53847529999999, 13.3752497)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8395814.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/d480ea54f40d3373cd1c71ebd009e53cc1c8c99809f157ccd0deb882119aa8d8_FCFE10D3_0F21_4A6C_8BEA_9B5954CD3632.small.jpeg);""></a>";375;18.0;2;Neukoelln;Sonnenallee71;Sonnenallee71 Neukoelln Berlin;(52.4843245, 13.4354297)
"<a href=""/wg-zimmer-in-Berlin-Gesundbrunnen.8370388.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/947b42a631636176c0a194ef5194cbf288e8f20d3104044ae33a529bec7d32cb_160503160688488463202.small.JPEG);""></a>";587;13.0;2;Gesundbrunnen;Hochstrasse15c;Hochstrasse15c Gesundbrunnen Berlin;(48.1281766, 11.5892472)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8373559.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/43920afa2e2bf777adff9a86eb9329d4ddf86b13ec17691b00c7780620e6a4cb_16063990680303038610.small.JPEG);""></a>";530;20.0;2;Neukoelln;Werrastr.36;Werrastr.36 Neukoelln Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8389512.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/b1ba5af9a8a231d8c6c7f66ec4bcf8f259c3cbdf166d042bad6ece80b965b4cd_160606325245845930383.small.JPEG);""></a>";500;32.0;3;Mitte;Neuesschoenhauserstr30;Neuesschoenhauserstr30 Mitte Berlin;(52.5248438, 13.406054)
"<a href=""/wg-zimmer-in-Berlin-Mitte.6692945.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/20/07cf6c5866929450_b_5_c6a2cfd60cdfa0ff389b0f60522e69e9.small.jpg);""></a>";400;18.0;4;Mitte;Chausseestrasse2;Chausseestrasse2 Mitte Berlin;(52.5276015, 13.3870146)
"<a href=""/wg-zimmer-in-Berlin-Wedding.7898679.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/20/90210d9ce52616596a83c6ee744365d5485f99d9d0f5e627d5d598593f24b7bc_IMG_20200517_202449.small.jpg);""></a>";500;43.0;7;Wedding;Lynarstrasse38;Lynarstrasse38 Wedding Berlin;(52.5409088, 13.3619138)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8357633.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/5b914527794c0d7ea2007e66735fa1ee1aed4d67a383cca1abd48c0af4404f94_160442497029429430999.small.JPEG);""></a>";700;18.0;3;Wedding;ReinickendorferStrasse;ReinickendorferStrasse Wedding Berlin;(52.5484844, 13.3690186)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8357633.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/5b914527794c0d7ea2007e66735fa1ee1aed4d67a383cca1abd48c0af4404f94_160442497029429430999.small.JPEG);""></a>";700;18.0;3;Wedding;ReinickendorferStrasse;ReinickendorferStrasse Wedding Berlin;(52.5484844, 13.3690186)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8395930.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/130cba0a0e478f367a9b7a4ef307a17d798562b61ae82c57b1ba7cc217ab7b27_IMG_5893.small.jpeg);""></a>";500;25.0;4;;Brunnenstrasse152;Brunnenstrasse152  Berlin;(52.5358944, 13.3967998)
"<a href=""/wg-zimmer-in-Berlin-Wedding.6467670.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/51/8d8a1d0764676700_img_9903.small.jpg);""></a>";450;18.0;3;Wedding;LiebenwalderStrasse58;LiebenwalderStrasse58 Wedding Berlin;(52.55191199999999, 13.3648581)
"<a href=""/wg-zimmer-in-Berlin-Mitte.7627753.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/41/7b2954b2806d5d46de745e772607be1ddbb5256728c827c729aa06105f672a5e_92924E1C_906D_4D29_B43D_862785CEE2E4.small.jpg);""></a>";350;14.0;3;Mitte;alexanderstr,31;alexanderstr,31 Mitte Berlin;(49.8753237, 8.6599231)
"<a href=""/wg-zimmer-in-Berlin-Grunewald.8395921.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/5edb877855afadfa2034ae9af693fdf6159b673da6d095c7b519fb2981be72c6_WhatsApp_Image_2020_11_23_at_13.57.39__2_.small.jpeg);""></a>";370;13.0;6;Grunewald;Regerstrasse;Regerstrasse Grunewald Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Berlin--Friedrichshain.8394191.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/d84d3203806251b313eff0cb9e1982ffcb2ff8f0d72ae737ba79f887a35a28e1_e43cc4fa_ee7a_4fab_a4bd_4fd4e890787d.small.jpg);""></a>";800;14.0;2;#NAME?;BoxhagenerStrasse,62;BoxhagenerStrasse,62 -Friedrichshain Berlin;(52.5058613, 13.4702818)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8395913.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/d7306c7362e800921b0d96cbd3c7464d6d7a46debb70ee9619c260b3db9bbf41_0F740A97_3403_49FD_ADCA_6CD7EA5BD1D0.small.jpeg);""></a>";465;18.0;3;Friedrichshain;Gaertnerstr.33;Gaertnerstr.33 Friedrichshain Berlin;(52.50835679999999, 13.4594694)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.6825736.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/08/f7fc7d3616a1728681c03072bd84dfe0d43e2e8c645dddb7dfbaaee7f9da141e_20200228_110304.small.jpg);""></a>";280;25.0;5;Neukoelln;Karl-Marx-strasse277;Karl-Marx-strasse277 Neukoelln Berlin;(52.4643688, 13.4439223)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8390065.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/d6766400217f1d03194f2d26b50201b7179425d2c1adf27eeb93f1375ea35e1b_DSC_0394.small.JPG);""></a>";580;17.0;2;PrenzlauerBerg;StrassburgerStr.7;StrassburgerStr.7 PrenzlauerBerg Berlin;(52.52930629999999, 13.4131995)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.2322962.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/18/234abe4e23229620_p1050960.small.jpg);""></a>";485;29.0;3;Schoeneberg;Goebenstrasse10;Goebenstrasse10 Schoeneberg Berlin;(52.4935181, 13.3645687)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8388507.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/a19bcb001b5d846a643cb0bfbe029bcb6466be5e24267e0af49089ed192890bd_20200813_20200813_091854.small.jpg);""></a>";600;20.0;2;Neukoelln;Weichselstrasse;Weichselstrasse Neukoelln Berlin;(52.48610799999999, 13.4353558)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8376936.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/8c159635c5c46455932b7355786438e6dc6daa83000bc45cba1d904fbf5699c3_20201114_131916.small.jpg);""></a>";470;21.0;3;PrenzlauerBerg;PaulRobesonStr.29;PaulRobesonStr.29 PrenzlauerBerg Berlin;(52.5527702, 13.4045375)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8375555.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/412c24c7a19ada1cb18016eb9f5b63576fbfb09186a7738f73094c0a200f68fc_20201114_132327__2_.small.jpg);""></a>";500;24.0;3;PrenzlauerBerg;PaulRobesonStr.29;PaulRobesonStr.29 PrenzlauerBerg Berlin;(52.5527702, 13.4045375)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8272242.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/fa5c83a1f6830fa493e02ba0a83a65b6680c07c07c8004616c7279b032e969bd_IMG_1527.small.jpeg);""></a>";600;16.0;2;Neukoelln;AmStrassenbahnhof;AmStrassenbahnhof Neukoelln Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.3478487.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/36/2d4405b634784870_bed_600.sized.jpg);""></a>";560;17.0;3;Friedrichshain;Mueggelstrasse7;Mueggelstrasse7 Friedrichshain Berlin;(47.0555864, 8.3099467)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8384425.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/869c3657cc5264ac66e324f6ea55c38cfc0dfecbbfdd97dbf89aeed6dd974272_IMG_9754.small.jpg);""></a>";583;25.0;3;PrenzlauerBerg;Chodowieckistrasse;Chodowieckistrasse PrenzlauerBerg Berlin;(52.5369497, 13.4281619)
"<a href=""/wg-zimmer-in-Berlin-Reinickendorf.6301443.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/7efa645061262103c87e79c1f3d16c7190179c6306a32303075fcec5f5ee3589_160607856840940978831.small.JPEG);""></a>";430;16.0;2;Reinickendorf;Nordbahnstrasse1;Nordbahnstrasse1 Reinickendorf Berlin;(48.2276937, 16.3887642)
"<a href=""/wg-zimmer-in-Berlin-Mitte.4072104.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2015/36/4e92024240721040_fernsehtum.small.jpg);""></a>";549;18.0;2;Mitte;Berolinastrasse14;Berolinastrasse14 Mitte Berlin;(52.52179169999999, 13.4211179)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8362333.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/4f954ed93e8e7c1d58b1cefbcfd5ddaf972b507c2a7914704667350f94dc554a_160458794819519684555.small.JPEG);""></a>";600;30.0;3;Friedrichshain;Gryphiusstrasse20;Gryphiusstrasse20 Friedrichshain Berlin;(52.5097756, 13.4643961)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7368410.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/19/a0d5aa073f8a0a289cfb71d116693ede02452213369a7bcaea0053e020335ea9_IMG_5274.small.JPG);""></a>";390;10.0;2;Friedrichshain;LibauerStr6;LibauerStr6 Friedrichshain Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8391601.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/9e9786e271fc1dd3976835ddef47e55e64f8a36f6f2253717bdf66cca6a7ef2d_Zimmer.small.jpeg);""></a>";672;18.0;2;Friedrichshain;Wilhelm-StolzeStr.38;Wilhelm-StolzeStr.38 Friedrichshain Berlin;(52.5247044, 13.4465988)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.6569695.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/08/eebd4897ea85d1948c2324e8b31a0e6094d4650019c7091f47e378797982aa78_1519297449484.small.JPEG);""></a>";450;15.0;3;Charlottenburg-Wilmersdorf;HeilbronnerStrasse;HeilbronnerStrasse Charlottenburg-Wilmersdorf Berlin;(48.8031689, 9.183233200000002)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8395438.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/0fe6576820499fc9efe72feedd1d1116c564a73adc24df59ee9d15dd93a86f32_20201117_112943.small.jpg);""></a>";250;12.0;3;Schoeneberg;Kulmerstr,32;Kulmerstr,32 Schoeneberg Berlin;(52.49300290000001, 13.3655504)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7798194.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/26/e9d0779b8f812a263b85435c8145074150f70edeb1de431268e5f270eebd4b35_IMG_0427.small.jpg);""></a>";780;17.0;4;Friedrichshain;Libauerstrasse10;Libauerstrasse10 Friedrichshain Berlin;(52.5086478, 13.452784)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8394559.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/5b8333dca310bd6302b8eb10c6ca57c2b86b915da26f68882c4f7db86e386319_Treppenhaus.small.jpg);""></a>";550;21.0;3;Moabit;WestfaelischesViertel;WestfaelischesViertel Moabit Berlin;(52.5230008, 13.3371954)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.3459420.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2013/11/514495e934594200_img_0110.sized.jpg);""></a>";370;10.0;5;Steglitz;Gardeschuetzenweg;Gardeschuetzenweg Steglitz Berlin;(52.4464754, 13.3060446)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8394541.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/4f8eb70a597d1b05db5a237268a6e1ab91cf280a9e7a390faedaedeb7dcc9cb3_IMG_1833.small.JPG);""></a>";560;17.0;4;Neukoelln;Weserstrasse;Weserstrasse Neukoelln Berlin;(52.4829519, 13.4417728)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8390607.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/eaafd24f06cc3d6245b48ac1dbf504aeb3448d8522124bc2acdfa77839f3bd02_1.small.jpg);""></a>";990;28.0;2;Mitte;Luetzowstrasse71;Luetzowstrasse71 Mitte Berlin;(52.5043705, 13.3579143)
"<a href=""/wg-zimmer-in-Berlin-Britz.7644555.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/41/0c53fbae0e20ec141898030d7cb73d4c01e229c5f15c35ec489f298d48431c00_DSC08219.small.JPG);""></a>";400;16.0;3;Britz;ParchimerAllee37;ParchimerAllee37 Britz Berlin;(52.44524999999999, 13.45409)
"<a href=""/wg-zimmer-in-Berlin-Moabit.3557090.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2012/40/2279ad8835570900_zimmer_1.sized.jpg);""></a>";500;20.0;2;Moabit;Ufnaustr.9;Ufnaustr.9 Moabit Berlin;(52.5303498, 13.317061)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8388792.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/54626a639e716bf3d86ae41d683a70c5a9ce036f806941678a095f2faea58fe8_WhatsApp_Image_2020_10_12_at_10.11.55.small.jpeg);""></a>";550;15.0;2;Kreuzberg;Wassertostrasse65;Wassertostrasse65 Kreuzberg Berlin;(52.49909239999999, 13.4104902)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8377494.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/6a2168a3337b00c5729625027132c868d70b5bb9dade6634503bbaf768f0f25b_1bb7428cebf1659c9eacd5966d7ec9b8ae107c2878190d4322f59c6b6f98bfd9_80_19.large.small.jpeg);""></a>";650;16.0;2;Friedrichshain;Pettenkoferstrasse32;Pettenkoferstrasse32 Friedrichshain Berlin;(48.1350275, 11.5561147)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.5241806.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";550;15.0;5;Charlottenburg;AndenHaselbueschen9d;AndenHaselbueschen9d Charlottenburg Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8338805.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";580;25.0;4;Neukoelln;Hermannstr148;Hermannstr148 Neukoelln Berlin;(52.4650578, 13.4329988)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8395641.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/47/24e05e48735efd9230f4c1f513c1318df894c864843e30c3b3102e010d9e824e_Room_1.small.jpg);""></a>";350;9.0;2;;AndernacherStr.;AndernacherStr.  Berlin;(50.37715679999999, 7.5881436)
